,,,,,64,168,20,21,22,504,835,786,787,5,271,8,506,509,510,513,581,582,583,369,445,225,163,164,165,
Banco de Chile,108,CHL,2021,CHF,10288,2944763.84,0,0,0.04,0.04,0,,,56,0,265,0,0,0,10288,51.7,48.3,,5.4,12.5,,,,,3094213.549
Banco de Credito e Inversiones,115,CHL,2021,CLP,11599,2.45,0,,0.01,0.01,0,17.68,82.32,7.28,2.97,96.75,39.48,,,11599,50.5,49.5,,13.2,11.11,,,,,0.002623138526
Banco de Sabadell SA,115,ESP,2021,EUR,20070,3859.44,0,0,0,0.01,0,,,94.14,0.02,,,15.3,0,20070,55.7,44.3,,5,26.67,,,,,3960.947557
Banco do Brasil,108,BRA,2021,BRL,84597,3916.96,,,,,,,,516.99,0.13,1.14,0,67.97,0.02,84597,42.47,57.53,,8.9,19.11,13.19,,,,731.9231269
Bandai Namco Holdings Inc,71,JPN,2021,JPY,3443,6290.91,0,0.04,,0.04,0,,,,,147.41,0.02,2712.22,0.43,9886,33.3,66.7,,,7.14,,,,,44.50812804
Bangkok Bank Co.,110,THA,2021,THB,20514,733.46,0.01,0.06,,0.07,0,,,115.37,0.16,92.33,0.13,32.14,0.04,20514,66.9,33.1,,10.5,10.5,26.51,,,,20.29534672
Bangkok Dusit Medical Services PCL,99,THA,2021,THB,30845,2095.16,0.01,0.1,,0.1,0,99.03,0.97,194.45,0.09,472.43,0.23,120.84,0.06,30845,82.6,17.37,,16.1,11.11,,,,,57.97423561
Bangkok Expressway & Metro PCL,30,THA,2020,THB,,396.33,0,0.12,,0.12,0,,,193.57,0.49,606.09,1.53,,,,,,,,,,,,,10.96654661
Bank Central Asia Tbk PT,107,IDN,2021,IDR,23952,5636.02,0,0.1,0,0.1,0,98.5,1.5,118.61,0.02,47.82,0.01,,,23952,61.65,38.35,,5.1,16.7,,,,,0.3593634205
Bank Hapoalim BM Reg,107,ISR,2021,ILS,7788,4147.01,0,0.04,0,0.04,0,,,91.95,0.02,61.95,0.01,,,7788,65.3,34.7,,,33,,,,,1195.186582
Bank Leumi Le-Israel BM,107,ISR,2021,ILS,7951,189168.57,0,0.03,0,0.03,0,,,72.44,0,120,0,132,0,7951,59,41,,12,30,38,,,,54519.17671
Bank Mandiri Tbk PT,112,IDN,2021,IDR,37840,37.49,0.06,0.21,0,0.28,0.01,,,571.28,15.24,244.47,6.52,1.2,0.03,37840,52.06,47.94,,6.71,,,,,,0.002390560976
Bank Negara Indonesia Persero Tbk PT,112,IDN,2021,IDR,27177,695,0,0.03,,0.03,0,,,38.24,0.06,183.12,0.26,,,27177,51.97,48.03,,1.6,25,,,,,0.04431482082
Bank Pekao SA,107,POL,2021,PLN,12423,1764.1,0.01,0.06,,0.07,0,,,145.9,0.08,,,,,12423,71.25,28.75,,12,,,,,,384.7932715
Bank Rakyat Indonesia Persero Tbk PT,112,IDN,2021,IDR,60985,2053.77,0.13,0.32,0,0.45,0,,,805.05,0.39,1949.05,0.95,,,60985,42.77,57.23,,1.84,17.2,,,,,0.1309523283
Bank of America Corp,115,USA,2021,USD,165773,78012,0.06,1.64,3.12,4.82,0,83,17,2062.12,0.03,1.15,0,507.5,0.01,165773,50,50,,12,38,,,,,78012
Bank of Ayudhya PCL,1,THA,2021,THB,14093,3400.88,0.01,0.03,0,0.04,0,,,92.8,0.03,134.42,0.04,0.66,0,35913,69.5,30.5,,9.3,44.44,6.29,,,,94.10419453
Bank of China Ltd H Shares,107,CHN,2021,CNY,14553,3499.35,0,0.05,0,0.05,0,,,81.8,0.02,104.2,0.03,13.92,0,14553,57.45,42.55,,14.6,11.1,,,,,489.8373362
Bank of Ireland Group,107,IRL,2021,EUR,8599,3273.5,0,0,0,0,0,0.32,99.68,33.27,0.01,0.07,0,,,8599,52.84,47.16,,17.4,38,,,1240,,3359.591254
Bank of Kyoto,107,JPN,2021,JPY,3396,225.69,,,,,,,,,,,,,,3396,,,,,,,,,,1.596726591
Bank of Montreal,107,CAN,2021,CAD,46995,20283.34,0.03,0.06,0,0.1,0,87.7,12.3,,,,,,,46995,,,2.2,18.8,50,,,,,15131.0664
Bank of Queensland Ltd,108,AUS,2021,AUD,2760,356.57,0,0,0.03,0.03,0,,,5.84,0.02,,,,,2760,60,40,,19.9,37.5,,,,,236.3026772
Bank of the Philippine Islands,108,PHL,2021,PHP,19181,1700.06,,0.03,,0.03,0,52,48,35.78,0.02,326.04,0.19,,,21737,66.89,33.11,,7.63,13,,,,,29.67206723
Bankinter SA,107,ESP,2021,EUR,6138,1903890.18,0,0,0.01,0.01,0,,,29.52,0,42.49,0,,,6138,50.37,49.63,,5,45.5,3.1,,,,1953962.496
Banpu Public Co Ltd,8,THA,2021,THB,745,187.72,3.63,0.01,,3.64,0.02,,,712.99,3.8,5293,28.2,176,0.94,745,15.03,84.97,,5.2,20,,,,,5.194236699
Banque Saudi Fransi,115,SAU,2020,SAR,2998,345.89,,,,,,,,,,,,,,2998,18.05,81.95,,,,,,,,92.0224603
Bapcor Limited,54,AUS,2022,AUD,,1220.81,0.01,0.01,0.04,0.06,0,,,,,,,,,,25,75,,,42.86,,,,,809.0511734
Barloworld Ltd,37,ZAF,2021,ZAR,10229,617.99,0.29,0.18,,0.47,0,,,1508.19,2.44,2756,4.46,,,10229,29.67,70.33,,8.45,,,,,,35.6908075
Barrick Gold Corp,19,CAN,2021,USD,20991,10738,0.01,0,,0.01,0,98.6,1.4,23.23,0,85285,7.94,22915,2.13,20991,11,89,,,27,26.5,,,,10738
Barry Callebaut AG,84,CHE,2021,CHF,12783,7564.2048,,,,,,58,42,1500.65,0.2,2400,0.32,,,12783,30,70,,14,25,,,,,7948.095758
Fujifilm Holdings Corp,77,JPN,2021,JPY,73275,155.11,0.63,0.49,3.47,4.6,0.01,96.51,3.49,6258.61,40.35,5800,37.39,,0,83006,,,,,,,,,,1.097436693
Fujitsu,77,JPN,2021,JPY,126371,25396.41,0.07,0.49,3.81,4.37,0,,,3827.78,0.15,190,0.01,,0,,18.3,81.7,,,0.29,,,,,179.6792929
Fuller H.B. Co,14,USA,2021,USD,6600,3278,,,,,,,,,,,,,,,,,,,,,,,,3278
Futu Holdings Ltd.,115,CHN,,HKD,,910.08,,,,,,,,,,,,,,,,,,,,,,,,116.4197682
Future PLC,148,GBR,2021,GBP,2439,720.78,0,0,,0,0,,,2.29,,,,,,,,,,,,,,,,856.1512501
GDS Holdings Ltd. ADR A,126,CHN,2021,CNY,1878,1094.46,0,1.52,,1.52,0,,,2764.07,,3474337.72,,,,,,,,,,,,,,153.2017753
GEA AG,31,DEU,2021,EUR,17235,1269.38,0.04,0.02,27.84,27.89,0,,,254.23,0.2,73.41,0.06,832,0.66,18143,19,81,,9.4,1,,,,,1302.763129
GFL Environmental Inc.,39,CAN,2020,CAD,15000,3130.61,2.22,0.02,,2.25,0,40.68,59.32,2081.93,0.67,,0,,0,15000,15,85,,16,,,,,,2335.391547
GLP J-REIT,164,JPN,2021,JPY,,168.77,,,,0.07,,,,164.07,0.97,341.27,2.02,,0,,,,,,,,,,,1.194041154
GMexico Transportes S.A.B. de C.V.,48,MEX,2021,MXN,,2618.35,4.94,0.83,6.95,12.71,0,,,26288.44,,441927,168.78,,0,,,,,,,,,,,133.9527415
GN Store Nord AS,96,DNK,2021,DKK,7228,2176.79,0,0.01,0.44,0.45,0,,,,0,,0,,0,7228,48,52,,,1.33,,,,,300.3409516
GPT Group,165,AUS,2021,AUD,,527.03,0.01,0.05,0.02,0.08,0,59.55,39.83,134.35,0.25,1059.78,2.01,,0,,56.2,43.8,,21.52,,,,,,349.2711689
GS Engineering & Construction Corp,30,KOR,2021,KRW,5433,6667.6,0.05,0.07,0.09,0.21,0,,,955.28,0.14,2762.03,0.41,,0,5433,10.7,89.3,,5.4,0.17,59100,,,,4.919215998
GS Holdings Corp,6,KOR,,KRW,,0.01,,,,,,,,,0,,0,,0,,,,,,,,,,,0.000007392487579
GS Retail Co Ltd,85,KOR,2019,KRW,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,0.0000006697876816
GUD Hldgs Ltd,54,AUS,,AUD,1159,369.15,0,0.01,,0.01,0,,,18.56,0.05,,0,,0,1159,23.81,76.19,0.09,,,,,,,244.6391545
"GXO Logistics, Inc.",71,USA,2021,USD,74903,7940,0.25,0.13,,0.38,0,93.02,6.98,451.67,0.06,,0,5590,0.7,42803,,,,,1,,,,,7940
Gail India Ltd,151,IND,2022,INR,8438,11478.86,4.13,0.43,24.01,28.57,0,99.01,0.99,16257.33,1.42,22190,1.93,,0,21512,1.98,92.93,,4.28,,1364.6,19512,89610,,140.5560301
Galaxy Entertainment Group Ltd.,67,HKG,2021,HKD,18000,796.06,0.01,0.23,,0.24,0,,,359.58,0.45,2547.14,3.2,15,0.02,,,,,,,,3070,,,101.8343643
Galenica AG,83,CHE,2021,CHF,7239,4028.67,0.01,0,0,0.01,0,56.31,43.69,65.44,0.02,,0,521,0.13,7239,73.92,26.08,,14.5,,,,,,4233.133723
Galp Energia SGPS SA,4,PRT,2021,EUR,6152,16985.25,2.9,0.01,41.99,44.9,0,,,9513.61,0.56,9435,0.56,,0,6152,44.07,55.93,,,0.31,,310,1563,,17431.96064
GameStop Corp A,77,USA,2021,USD,,6010.7,,,,,,,,,0,,0,,0,,,,,,,,,,,6010.7
Games Workshop Group,62,GBR,2022,GBP,,492.72,0,0.01,0.05,0.05,0,,,22.17,0.04,,0,,0,,,,,,,,,,,585.2530299
Keihan Holdings Co Ltd,33,JPN,,JPY,139,1792.89,0.06,0.13,,0.19,0,,,1398.99,0.78,2232,1.24,,,139,,,,,7.14,,,,,12.68466633
Keikyu Corp,48,JPN,2021,JPY,9055,1661.87,0.12,0.16,,0.28,0,,,906.24,0.55,2370.65,1.43,,,9055,15.7,84.3,,,22.22,,,,,11.75771399
Keio Corp,48,JPN,,JPY,2449,2121.03,,,,,,,,,,,,,,2449,,,,,,,,,,15.00622671
Keisei Electric Railway Co,48,JPN,,JPY,1819,1515.12,,,,,,,,,,,,,,1819,,,,,,,,,,10.71944127
Kellogg Co,85,USA,2020,USD,31000,14181,0.46,0.59,6.82,7.87,0,72.1,27.9,,,10568,0.75,,,31000,,,,27,18.18,,,,,14181
Kelsian Group Limited,53,AUS,,AUD,8745,892.15,0.21,0.01,,0.22,0,,,,,303.75,0.34,,,8745,,,,,29,,,,,591.2398396
Kenedix Office Investment Corp,160,JPN,2022,JPY,351,218.75,,,,,,,,,,,,,,351,30.69,69.31,,,0,,,,,1.547623494
Keppel Corp Ltd,33,SGP,2021,SGD,16393,6233.13,0.03,0.13,2.94,3.1,0,92.16,7.84,367.47,0.06,0,0,4779,0.77,16393,22,78,,28.6,22,,,,,4518.313297
Keppel DC REIT,157,SGP,2021,SGD,,196.46,0,0.07,0.15,0.22,0,,,522.7,2.66,566.23,2.88,0,0,,,,,,14.3,,,,,142.4135574
Bawag Group AG,111,AUT,2021,EUR,3671,1252.34,0,0,0,0,0,99.9,0.1,21.01,0.02,,,,,3671,57.56,42.44,,,,,,,,1285.280616
Baxter Intl Inc,96,USA,2021,USD,60000,12800,0.34,0.26,,0.6,0,70,30,2900,0.23,14700,1.15,,,60000,48.4,51.6,,14,31,,,,,12800
Bayer AG,105,DEU,2021,CNY,99673,6170.44,1.93,1.24,,3.17,0,,,9960.56,1.61,55000,8.91,316000,51.21,99673,41.1,58.9,,12.1,35,,,,,863.735334
Bayer Motoren Werke AG (BMW),80,DEU,2021,CNY,22829,30065.79,0.05,0.07,21.27,21.39,0,47,53,1106.3,0.04,1276,0.04,10408,0.35,22829,11.9,88.1,,7.4,31.4,23.43,,,,4208.596021
Beach Energy Limited,5,AUS,2022,AUD,537,1159.18,0.46,0.02,,0.48,0,,,1625.08,1.4,,,1704,1.47,537,22,78,,16.5,25,,,,,768.2033129
Bechtle AG,126,DEU,2021,EUR,12880,5444.37,0.02,0.01,2.18,2.2,0,,,91.64,0.02,,,68,0.01,12880,28.2,71.8,,9.1,33,,,,,5587.558432
"Becle, S.A. De C.V.",87,MEX,2021,MXN,8422,1088.52,,,,,,,,,,,,,,8422,,,,,,,,,,55.68777719
Becton Dickinson & Co,98,USA,2021,USD,75402,20200,0.15,0.34,,0.49,0,72,28,1873.98,0.09,4734.77,0.23,3026,0.15,75402,49,51,,25,27.27,1.9,,,,20200
Befesa SA,29,LUX,2021,EUR,1550,843118.72,0.7,0.1,,0.8,0,80,20,0.9,0,2.13,0,1600000,1.9,1550,46,54,,2.4,,,,,,865292.7426
Bega Cheese Ltd,84,AUS,2021,AUD,3903,1371.92,0.09,0.21,,0.3,0,,,780.11,0.57,3601,2.62,,,3903,28,72,,,29,,,,,909.1943154
BeiGene Ltd. ADR,104,CYM,2021,USD,8525,1176283,0,0.04,,0.04,0,,,82.98,0,359,0,414,0,8525,57.6,42.3,0.1,21,48,,,,,1176283
Beiersdorf AG,94,DEU,2021,EUR,15740,6259.67,0.1,0,1.04,1.14,0,,,,,,,,,15740,,,,,10,,,,,6424.296755
Beijer Ref AB - B shares,37,SWE,2021,SEK,4134,1579.81,,,,0.01,0,,,29.87,0.02,,,,,4134,23,77,,15,19,,,,,147.6362729
Beijing Enterprises Water Group Ltd.,152,HKG,2021,HKD,35760,10290.09,0.58,1.37,,1.95,0,,,0.04,0,6.97,0,52.9,0.01,35760,28.25,71.75,,12.47,18.82,,,,,1316.335572
Belimo Hldg AG Reg,29,CHE,2021,CHF,2004,804.01,0,0,,0,0,98.19,1.81,10.7,0.01,,0,1,0,2004,37.1,62.9,,7.4,16.7,,,,,844.8163449
Bendigo and Adelaide Bank Limited,113,AUS,2021,USD,7823,524,,,0,0.02,0,,,,,,,,,7823,58.9,41.1,,19.28,44.5,,,,,524
"Bentley Systems, Inc. Class B",129,USA,2021,USD,4626,834150,,,,,,,,,,,,,,4626,,,,,,,,,,834150
Berger Paints India Ltd,10,IND,2021,INR,3931,93.56,,,,,,,,,,,,,,3931,2,98,,,,,,,,1.145583277
Kering,63,FRA,2020,EUR,48000,18106.86,,,,,,,,,,,,,,48000,63,37,,,55,,,,,18583.06824
Kerry Group A,85,IRL,202,EUR,20631,7593.7,0.38,0.11,8.75,9.24,0,81.12,18.88,3041.63,0.4,2900,0.38,1672,0.22,20631,32.91,67.08,0.01,16,29,,,,,7793.409179
Berli Jucker PCL,85,THA,2021,THB,46962,4154.43,0.5,0.66,,1.16,0,98.28,1.72,3041.51,0.73,1680,0.4,,,46962,60.88,39.12,,48.86,41,,,,,114.9554103
Berry Global Group Inc,16,USA,2021,USD,47255,13900,0.17,1.79,,1.96,0,97.18,2.82,6274.32,0.45,1889.96,0.14,5953,0.43,47255,28.96,71.04,,,30,,,,,13900
Best Buy Co Inc,77,USA,2021,USD,114813,43293,0.25,0.15,22.9,23.3,0,,,780.93,0.02,961,0.02,14.51,0,114813,27,73,,30,45,,,,,43293
"Beyond Meat, Inc.",84,USA,2022,USD,1419,464.7,,,,,,,,,,,,,,1419,39,59,2,,,,,,,464.7
Bharat Electronics Ltd,28,IND,2021,INR,8853,18754.63,,,,,,50.64,49.36,23.32,0,,,,,8853,21.77,78.23,,,,155,,,,229.646171
Bharat Forge Ltd,28,IND,2021,INR,4892,464.4,0.06,0.15,,0.21,0,90.28,9.72,506.96,1.09,708.75,1.53,263.45,0.57,4892,1.08,98.92,,4.8,7.14,183.8,,,,5.686511893
Bharat Petroleum Corp Ltd,5,IND,2021,INR,9251,36969.46,5.05,0.41,1,6.46,0,94.1,5.9,22097.22,0.6,21.58,0,15.75,0,32701,7.87,92.13,,21.41,0,,,,,452.6825895
Bharti Airtel Ltd,140,IND,2022,INR,14774,14273.52,0.04,0.88,4.67,5.59,0,72,28,136185.26,9.54,72.61,0.01,809.3,0.06,14774,9.98,90.02,,29.1,23.08,16.43,,,,174.7759958
Bid Corporation Limited,85,ZAF,2022,ZAR,29978,8495.97,0.14,0.13,0.01,0.28,0,,2,,,943.01,0.11,,,29978,29,71,,,,24,,,,490.6652134
Bidvest Group,33,ZAF,2022,ZAR,126468,5771543.07,0.18,0.12,,0.3,0,98,2,,,1771.76,0,,,126468,43,57,,,75,149,,,,333322.3686
Bilibili Inc.,147,CHN,2021,CNY,12281,2715.6,,,,0.01,,,,11.76,0,193.36,0.07,,,12281,41,59,,32.8,14.29,,,,,380.128978
BillerudKorsnas AB,16,SWE,2021,SEK,4370,2449.01,0.14,0,0.46,0.6,0,,,15367,6.27,,,1803,0.74,5800,25,75,,9.9,20,,,,,228.8646062
Bio-Rad Laboratories Inc A,105,USA,2021,USD,7900,2922545000,0.01,0.02,0.4,0.43,0,99.37,0.63,133.75,0,285,0,1703,0,7900,45.25,54.75,,2.6,33,,,,,2922545000
Bio-Techne Corp,105,USA,2022,USD,3000,1100,0,0.01,,0.02,0,,,,,,,,,3000,49,50,0.3,,22,,,,,1100
Biocon Ltd,103,IND,2022,INR,14750,696.23,0.06,0.12,,0.19,0,82.08,17.92,623.02,0.89,1710,2.46,24748,35.55,14750,39.35,60.65,,14.85,22,113,,20700,,8.525186502
Biogen Inc,103,USA,2021,USD,9832,10982,0.06,0,0.41,0.47,0,69.6,30.4,471.9,0.04,1076,0.1,269,0.02,9832,53.9,46.1,1.3,11,23,6.1,,230,,10982
BionTech SE,103,DEU,2021,EUR,3138,19497.33,0,0,1.57,1.57,0,60.9,39.1,36.98,0,72,0,247,0.01,3138,51,49,,6.6,16.7,1,,,,20010.10465
Black Knight Inc.,129,USA,2021,USD,6400,1475.2,0,0.01,,0.02,0,,,42.75,0.03,,,,,6400,41,59,,,25,,,,,1475.2
BlackBerry Limited,129,CAN,2022,CAD,3325,535.7,0,0,0,0.01,0,,,49.67,0.09,,,,,3325,,,,,,,,,,399.6213372
BlackRock Inc,116,USA,2021,USD,18400,19374,,,,,,,,,,,,,,18400,43.5,56.4,0.1,,,,,,,19374
Blackmores Ltd,94,AUS,2022,AUD,1220,430.47,0,0.01,0,0.01,0,73.4,26.6,15.52,0.04,,,,,1220,60.33,39.59,0.08,,,,,,,285.2761874
"Block, Inc. A",125,USA,2021,USD,8521,9497578,,,,,,,,57.14,0,,,,,8521,42.3,57.2,0.6,,,,,,,9497578
Blueprint Medicines Corporation,103,USA,2021,USD,515,57.7,,,,,,,,,,,,,,515,56,44,,,30,,,,,57.7
Bluescope Steel Ltd,24,AUS,2022,AUD,,12799.32,8.64,1.66,11.2,21.5,0,,,,,10820,0.85,,,,24,76,,,,,,,,8482.299816
Boeing Co,28,USA,2022,USD,142000,62000,0.68,0.49,330.06,331.23,0,88,12,4659,0.08,4148,0.07,6112,0.1,142000,24.6,71.9,3.4,,25,187,,4200,,62000
Boliden AB,19,SWE,2021,SEK,6167,6414.18,0.58,0.37,,0.95,0,,,5745,0.9,,,1012000,157.78,6167,20.71,79.29,,,36,,,17200,10816,599.4181145
Bollore Investissement,148,FRA,2021,EUR,79000,24628.2,,,,,,53,47,,,,,,,79000,30,70,,,45,20.5,,,,25275.92166
Bolsa Mexicana de Valores SA de CV,110,MEX,2021,MXN,432,32.75,0,0,0,0,0,,,2.93,0.09,8.53,0.26,,,432,44,56,,25.7,15,,,,,1.675292723
Booking Holdings Inc,67,USA,2021,USD,20016,11000,0,0,0.12,0.12,0,0,100,95.12,0.01,,,,,20016,49.66,50.13,0.2,,36,,,,,11000
Booz Allen Hamilton Holding Corp A,125,USA,2021,USD,27727,7900,,0.01,0.01,0.02,0,,,,,,,,,27727,36,64,,33,45,,,,,7900
Boral Ltd,15,AUS,2022,AUD,4749,1959.13,1.3,0.31,1.6,3.21,0,98,0.2,2694.44,1.38,,,,,4749,14,86,,12,25,,,,,1298.347051
Borgwarner Inc,54,USA,2022,USD,49300,14800,0.08,0.52,,0.6,0,97.5,2.5,1599.87,0.11,1972.83,0.13,,,49300,30.1,69.9,,21.9,25,,,,,14800
Bosch Ltd,54,DEU,2021,EUR,402614,80759.97,0.57,0.34,,0.91,0,98.73,1.27,8042,0.1,18810,0.23,70100,0.87,402614,28.3,71.7,,6.6,18.4,,,,,82883.95978
Bosideng International Holdings Ltd.,63,CHN,2021,CNY,9028,1892.52,0,0.04,,0.04,0,,,0.01,0,26.8,0.01,0,0,9028,78.28,21.72,,3.7,,,,,,264.914628
Boston Properties Inc,160,USA,2021,USD,743,2900,0.01,0.07,0.11,0.19,0,29.6,70.4,733.4,0.25,1514.48,0.52,,,743,45,55,,16.6,36,,,,,2900
Boston Scientific Corp,96,USA,2021,USD,8303,11888,0.04,0.02,,0.05,0,62.31,37.69,397,0.03,664,0.06,1093,0.09,8303,48.3,51.7,,15.3,30,75,,865,,11888
Boubyan Bank,107,KWT,2021,KWD,2000,69.77,0,0,,0,0,,,6.62,0.09,9.71,0.14,,,2000,21,79,,6,,,,31.97,,226.4092121
Bouygues,30,FRA,2021,EUR,124600,38572.89,,,,,,,,,,,,,,124600,20,80,,,40,,,,,39587.35914
Boyd Gaming Corp,66,USA,2021,USD,15114,3400,0.06,0.21,0.02,0.29,0,,,858.66,0.25,4437.97,1.31,,,15114,51,49,,,30,43.5,,,,3400
Brambles Industries Ltd,16,AUS,2021,USD,12337,5600,0.03,0,1.6,1.64,0,60.25,39.75,0.25,0,271.5,0.05,,,12337,24.39,75.61,,22,40,6.4,,,,5600
Braskem SA Pref A,14,BRA,2021,USD,8312,19600,9.99,0.88,,10.87,0,94.6,5.4,,0,70745.79,3.61,459,0.02,8312,25,75,,3.7,31,38.5,,,,19600
Brenntag AG,37,DEU,2021,EUR,17236,14758.96,0.19,0.03,0.23,0.45,0,72.11,27.89,474.72,0.03,,,,,17236,34.5,65.5,,9.3,31,,,,,15147.12264
Breville Group Ltd,93,AUS,2021,AUD,610,787138.82,,,,,,,,,,,,,,610,45,55,,,29,,,,,521648.7012
Brickworks Ltd,15,AUS,2022,AUD,2119,724.4,0.21,0.21,,0.41,0,,,1222.22,1.69,0.14,0,,,2119,22,78,,18,30,,,,,480.0721675
Bridgestone Corp,55,JPN,2021,JPY,138036,21185.49,0,0,0.11,0.11,0,89,11,10.64,0,63.74,0,19000,0.9,138036,11.32,88.68,,,16.67,,,,,149.8870776
Bristol-Myers Squibb,104,USA,2020,USD,30250,42518,1.65,1.13,1.19,3.97,0,,,3586.11,0.08,2450,0.06,80,0,30250,42.8,57.2,,,35.71,,,,,42518
Britannia Industries Ltd.,84,IND,2022,INR,,1681.64,0.08,0.05,,0.12,0,70,30,399.78,0.24,,,11.1,0.01,2291,4.06,95.94,,18.84,,385.7,,,,20.59134939
Brixmor Property Group Inc,163,USA,2021,USD,501,1152274,0,0.02,0.02,0.05,0,83,17,137.2,0,83294.2,0.07,,,501,52,48,,17.8,33,,,,,1152274
Broadcom Inc,137,USA,2021,USD,20000,27500,0.13,0.16,,0.29,0,,,493.42,0.02,2083,0.08,4101,0.15,20000,20.8,79.2,,6.8,33.33,,,,,27500
Broadridge Financial Solutions Inc.,126,USA,2021,USD,13829,5000,0.01,0.03,0.07,0.11,0,99,1,143.44,0.03,,,,,13829,33,67,,,27.27,,,,,5000
Brookfield Asset Management Inc,110,CAN,2021,CAD,180000,56502.52,0,0,0,0.01,0,,,9.26,0,30.44,0,,,180000,46,54,,,38,,,,,42150.03271
Brookfield Renewable Corporation,150,USA,2021,USD,2923,4096,0.13,0.06,1.3,1.49,0,33.29,66.71,2224.37,0.54,6086.61,1.49,891,0.22,2923,24.94,75.06,,14,33,,,,,4096
Brother Industries,131,JPN,2021,JPY,3867,5029.74,0.02,0.11,2.94,3.06,0,,,0.54,0,618,0.12,,,3867,20.69,79.31,,0.94,9.1,,,,,35.58537959
Brown & Brown Inc,121,USA,2022,USD,11580,3100,,,,,,,,,,,,,,11580,,,,,,,,,,3100
Brown-Forman Corp B,88,USA,2022,USD,5200,3461,,,,0.11,,,,832.73,0.24,3225.17,0.93,,,5200,37,63,,9.8,27,6.5,,,,3461
Brunswick Corp,62,USA,2021,USD,18582,5850,0.08,0.11,3.45,3.64,0,,,591.94,0.1,632,0.11,286.7,0.05,18582,30,70,,,30,,,,,5850
Bucher Industries AG Br,36,CHE,2021,CHF,10078,3336.65,0.05,0.04,,0.09,0,,,373.4,0.11,,,,,10078,14,86,,13.6,,,,,,3505.993351
Budweiser Brewing Company APAC Ltd,87,HKG,2021,USD,26363,6788,0.16,0.43,6,6.59,0,95.07,4.93,1941.67,0.29,82.48,0.01,986,0.15,26363,41.11,58.89,,6.8,43,,,,,6788
Builders FirstSource,29,USA,2022,USD,28000,19900,0.15,0,,0.15,0,,,596.43,0.03,,,,,28000,16,84,,,,,,,,19900
Bunge Ltd,84,USA,2022,USD,22705,59152,1.79,1.4,,3.19,0,72.3,27.7,12950.01,0.22,11337.55,0.19,74,0,22705,23,77,,27,50,,,,,59152
